"Perimetre","Nature","Date","Heures","Ech. physiques","Ech. comm. Angleterre","Ech. comm. Espagne","Ech. comm. Italie","Ech. comm. Suisse","Ech. comm. Allemagne-Belgique"
"France","Données définitives","3/4/2016","1:30","-4775","-2000","2175","-2787","-2739","1006"
"France","Données définitives","3/4/2016","2:00","-4707","-2000","2155","-2787","-2745","1808"
"France","Données définitives","3/4/2016","2:30","-4042","-2000","2155","-2787","-2745","1808"
"France","Données définitives","3/4/2016","3:00","-4379","-2000","1865","-2787","-2745","355"
"France","Données définitives","3/4/2016","3:30","-5791","-2000","1865","-2787","-2745","5"
"France","Données définitives","3/4/2016","4:00","-6302","-2000","2300","-2787","-2745","-1443"
"France","Données définitives","3/4/2016","4:30","-6986","-2000","2300","-2787","-2745","-1293"
"France","Données définitives","3/4/2016","5:00","-6638","-2000","2300","-2787","-2745","763"
"France","Données définitives","3/4/2016","5:30","-4816","-2000","2300","-2787","-2745","563"
"France","Données définitives","3/4/2016","6:00","-5010","-2000","2300","-2787","-2735","-793"
"France","Données définitives","3/4/2016","6:30","-6325","-2000","2300","-2787","-2735","-1093"
"France","Données définitives","3/4/2016","7:00","-6531","-2000","2000","-2953","-2712","-1427"
"France","Données définitives","3/4/2016","7:30","-7297","-2000","2000","-2953","-2712","-1627"
"France","Données définitives","3/4/2016","8:00","-7336","-2000","1566","-2953","-2711","106"
"France","Données définitives","3/4/2016","8:30","-6003","-2000","1566","-2953","-2711","306"
"France","Données définitives","3/4/2016","9:00","-6088","-2000","576","-2953","-2735","85"
"France","Données définitives","3/4/2016","9:30","-7187","-2000","576","-2953","-2735","285"
"France","Données définitives","3/4/2016","10:00","-7081","-2000","1187","-2953","-2735","9"
"France","Données définitives","3/4/2016","10:30","-6897","-2000","1187","-2953","-2735","9"
"France","Données définitives","3/4/2016","11:00","-6562","-2000","2000","-2724","-2712","-481"
"France","Données définitives","3/4/2016","11:30","-6175","-2000","2000","-2724","-2712","-481"
"France","Données définitives","3/4/2016","12:00","-6351","-2000","2000","-1878","-2285","-471"
"France","Données définitives","3/4/2016","12:30","-5265","-2000","2000","-1878","-2285","-471"
"France","Données définitives","3/4/2016","13:00","-5145","-2000","2000","-1968","-2735","-787"
"France","Données définitives","3/4/2016","13:30","-5959","-2000","2000","-1968","-1835","-787"
"France","Données définitives","3/4/2016","14:00","-5557","-2000","2000","-2716","-1885","-552"
"France","Données définitives","3/4/2016","14:30","-5977","-2000","2000","-2716","-2735","-552"
"France","Données définitives","3/4/2016","15:00","-6632","-2000","2000","-2953","-2735","-681"
"France","Données définitives","3/4/2016","15:30","-6863","-2000","2000","-2953","-2735","-681"
"France","Données définitives","3/4/2016","16:00","-6795","-2000","2000","-2953","-2735","-1233"
"France","Données définitives","3/4/2016","16:30","-7306","-2000","2000","-2953","-2735","-1433"
"France","Données définitives","3/4/2016","17:00","-7530","-2000","2000","-2953","-2712","-1425"
"France","Données définitives","3/4/2016","17:30","-7443","-2000","2000","-2953","-1802","-1625"
"France","Données définitives","3/4/2016","18:00","-6682","-2000","2000","-2953","-846","-840"
"France","Données définitives","3/4/2016","18:30","-5007","-2000","2000","-2953","-696","-840"
"France","Données définitives","3/4/2016","19:00","-4774","-2000","2000","-2953","-292","-360"
"France","Données définitives","3/4/2016","19:30","-4123","-2000","2000","-2953","-1052","-360"
"France","Données définitives","3/4/2016","20:00","-4725","-2000","2000","-2953","-2311","-2"
"France","Données définitives","3/4/2016","20:30","-5686","-2000","2000","-2953","-2311","-2"
"France","Données définitives","3/4/2016","21:00","-5615","-2000","2000","-2953","-2683","-190"
"France","Données définitives","3/4/2016","21:30","-6226","-2000","2000","-2953","-2683","-190"
"France","Données définitives","3/4/2016","22:00","-6217","-2000","2000","-2953","-2632","-123"
"France","Données définitives","3/4/2016","22:30","-6163","-2000","2000","-2953","-2632","-123"
"France","Données définitives","3/4/2016","23:00","-6130","-2000","2000","-2787","-2745","1532"
"France","Données définitives","3/4/2016","23:30","-4315","-2000","2000","-2787","-2745","1532"
"France","Données définitives","3/5/2016","0:00","-4114","-2000","2050","-3203","-2745","1805"
"France","Données définitives","3/5/2016","0:30","-4391","-2000","2050","-3203","-2745","1805"
"France","Données définitives","3/5/2016","1:00","-4502","-2000","2050","-3203","-2745","3384"
"France","Données définitives","3/5/2016","1:30","-2780","-2000","2050","-3203","-2745","3384"
"France","Données définitives","3/5/2016","2:00","-2983","-2000","2300","-2927","-2745","2794"
"France","Données définitives","3/5/2016","2:30","-2955","-2000","2300","-2927","-2745","2794"
"France","Données définitives","3/5/2016","3:00","-3337","-2000","2300","-2939","-2745","457"
"France","Données définitives","3/5/2016","3:30","-5356","-2000","2300","-2939","-2745","457"
"France","Données définitives","3/5/2016","4:00","-5340","-2000","2300","-2837","-2745","-561"
"France","Données définitives","3/5/2016","4:30","-6021","-2000","2300","-2837","-2745","-561"
"France","Données définitives","3/5/2016","5:00","-6075","-2000","2300","-2813","-2745","348"
"France","Données définitives","3/5/2016","5:30","-5275","-2000","2300","-2813","-2745","348"
"France","Données définitives","3/5/2016","6:00","-5059","-2000","2300","-2819","-2735","1662"
"France","Données définitives","3/5/2016","6:30","-4154","-2000","2300","-2819","-2735","1662"
"France","Données définitives","3/5/2016","7:00","-3856","-2000","2300","-3150","-2712","1922"
"France","Données définitives","3/5/2016","7:30","-3843","-2000","2300","-3150","-2712","1822"
"France","Données définitives","3/5/2016","8:00","-4054","-2000","2050","-2987","-2712","176"
"France","Données définitives","3/5/2016","8:30","-5839","-2000","2050","-2987","-2712","76"
"France","Données définitives","3/5/2016","9:00","-5868","-2000","2050","-2427","-2675","-1220"
"France","Données définitives","3/5/2016","9:30","-6495","-2000","2050","-2427","-2675","-1220"
"France","Données définitives","3/5/2016","10:00","-6613","-2000","2050","-1867","-2396","-1232"
"France","Données définitives","3/5/2016","10:30","-5886","-2000","2050","-1867","-2396","-1232"
"France","Données définitives","3/5/2016","11:00","-5912","-2000","1748","-1867","-2451","-1423"
"France","Données définitives","3/5/2016","11:30","-6287","-2000","1748","-1867","-2451","-1423"
"France","Données définitives","3/5/2016","12:00","-6161","-2000","2014","-1867","-2498","-912"
"France","Données définitives","3/5/2016","12:30","-5633","-2000","2014","-1867","-2498","-812"
"France","Données définitives","3/5/2016","13:00","-5679","-2000","1900","-1867","-2578","-709"
"France","Données définitives","3/5/2016","13:30","-5731","-2000","1900","-1867","-2578","-709"
"France","Données définitives","3/5/2016","14:00","-5627","-2000","2000","-1867","-2586","-1682"
"France","Données définitives","3/5/2016","14:30","-6633","-2000","2000","-1867","-2586","-1682"
"France","Données définitives","3/5/2016","15:00","-6674","-2000","2050","-1867","-2691","-2857"
"France","Données définitives","3/5/2016","15:30","-7743","-2000","2050","-1867","-2691","-2857"
"France","Données définitives","3/5/2016","16:00","-7906","-2000","2050","-1867","-2735","-3691"
"France","Données définitives","3/5/2016","16:30","-8819","-2000","2050","-1867","-2735","-3891"
"France","Données définitives","3/5/2016","17:00","-8893","-2000","2050","-2427","-2412","-4470"
"France","Données définitives","3/5/2016","17:30","-9745","-2000","2050","-2427","-2412","-4570"
"France","Données définitives","3/5/2016","18:00","-9718","-2000","2050","-2987","-2400","-1027"
"France","Données définitives","3/5/2016","18:30","-6920","-2000","2050","-2987","-1700","-877"
"France","Données définitives","3/5/2016","19:00","-5565","-2000","2050","-3150","-1718","764"
"France","Données définitives","3/5/2016","19:30","-4385","-2000","2050","-3150","-2418","614"
"France","Données définitives","3/5/2016","20:00","-5338","-2000","1842","-3150","-2715","177"
"France","Données définitives","3/5/2016","20:30","-5970","-2000","1842","-3150","-2715","377"
"France","Données définitives","3/5/2016","21:00","-6182","-2000","1436","-3150","-2735","-415"
"France","Données définitives","3/5/2016","21:30","-7340","-2000","1436","-3150","-2735","-315"
"France","Données définitives","3/5/2016","22:00","-6933","-2000","2034","-3119","-2745","1050"
"France","Données définitives","3/5/2016","22:30","-5313","-2000","2034","-3119","-2745","1150"
"France","Données définitives","3/5/2016","23:00","-5004","-2000","2048","-3203","-2729","2375"
"France","Données définitives","3/5/2016","23:30","-3815","-2000","2048","-3203","-2729","2375"
"France","Données définitives","3/6/2016","0:00","-3793","-2000","1937","-2995","-2745","2739"
"France","Données définitives","3/6/2016","0:30","-3495","-2000","1937","-2995","-2745","2789"
"France","Données définitives","3/6/2016","1:00","-3284","-2000","2300","-2995","-2745","2852"
"France","Données définitives","3/6/2016","1:30","-2664","-2000","2300","-2995","-2745","2902"
"France","Données définitives","3/6/2016","2:00","-3041","-2000","2300","-2995","-2745","1870"
"France","Données définitives","3/6/2016","2:30","-3807","-2000","2300","-2995","-2745","1870"
"France","Données définitives","3/6/2016","3:00","-4274","-2000","2300","-2995","-2745","686"
"France","Données définitives","3/6/2016","3:30","-5244","-2000","2300","-2995","-2745","686"
"France","Données définitives","3/6/2016","4:00","-5393","-2000","2300","-2995","-2649","-819"
"France","Données définitives","3/6/2016","4:30","-6369","-2000","2300","-2995","-2649","-819"
"France","Données définitives","3/6/2016","5:00","-6368","-2000","2300","-2995","-2745","-358"
"France","Données définitives","3/6/2016","5:30","-5779","-2000","2300","-2995","-2745","-358"
"France","Données définitives","3/6/2016","6:00","-5813","-2000","2099","-2995","-2745","672"
"France","Données définitives","3/6/2016","6:30","-5353","-2000","2099","-2995","-2745","672"
"France","Données définitives","3/6/2016","7:00","-5344","-2000","2000","-2800","-2695","-433"
"France","Données définitives","3/6/2016","7:30","-6451","-2000","2000","-2800","-2695","-483"
"France","Données définitives","3/6/2016","8:00","-6269","-2000","2271","-2240","-2516","-402"
"France","Données définitives","3/6/2016","8:30","-5144","-2000","2271","-2240","-2516","-402"
"France","Données définitives","3/6/2016","9:00","-5217","-2000","2300","-1680","-2111","-592"
"France","Données définitives","3/6/2016","9:30","-4598","-2000","2300","-1680","-2111","-592"
"France","Données définitives","3/6/2016","10:00","-4376","-2000","2300","-1120","-2140","-646"
"France","Données définitives","3/6/2016","10:30","-4167","-2000","2300","-1120","-2140","-646"
"France","Données définitives","3/6/2016","11:00","-4302","-2000","2300","-1120","-1815","-2086"
"France","Données définitives","3/6/2016","11:30","-4974","-2000","2300","-1120","-1815","-2086"
"France","Données définitives","3/6/2016","12:00","-5109","-2000","2300","-1120","-1770","-1076"
"France","Données définitives","3/6/2016","12:30","-4045","-2000","2300","-1120","-1770","-1026"
"France","Données définitives","3/6/2016","13:00","-4094","-2000","2300","-1120","-1918","-2897"
"France","Données définitives","3/6/2016","13:30","-6004","-2000","2300","-1120","-1918","-3147"
"France","Données définitives","3/6/2016","14:00","-6141","-2000","2295","-1120","-2499","-3934"
"France","Données définitives","3/6/2016","14:30","-7546","-2000","2295","-1120","-2499","-3634"
"France","Données définitives","3/6/2016","15:00","-7285","-2000","2300","-1120","-2519","-4604"
"France","Données définitives","3/6/2016","15:30","-8159","-2000","2300","-1120","-2519","-4604"
"France","Données définitives","3/6/2016","16:00","-8283","-2000","2300","-1120","-2745","-4518"
"France","Données définitives","3/6/2016","16:30","-8308","-2000","2300","-1120","-2745","-4568"
"France","Données définitives","3/6/2016","17:00","-8482","-2000","2300","-1680","-2590","-2987"
"France","Données définitives","3/6/2016","17:30","-7376","-2000","2300","-1680","-2590","-3037"
"France","Données définitives","3/6/2016","18:00","-6872","-2000","2050","-2240","-2345","-131"
"France","Données définitives","3/6/2016","18:30","-5284","-2000","2050","-2240","-2345","-171"
"France","Données définitives","3/6/2016","19:00","-5150","-2000","2050","-2831","-2404","1641"
"France","Données définitives","3/6/2016","19:30","-3846","-2000","2050","-2831","-2404","1711"
"France","Données définitives","3/6/2016","20:00","-3775","-2000","1133","-2995","-2745","2643"
"France","Données définitives","3/6/2016","20:30","-4364","-2000","1133","-2995","-2745","2693"
"France","Données définitives","3/6/2016","21:00","-4428","-2000","395","-2995","-2745","3024"
"France","Données définitives","3/6/2016","21:30","-4746","-2000","395","-2995","-2745","3024"
"France","Données définitives","3/6/2016","22:00","-4630","-2000","1898","-2995","-2745","3149"
"France","Données définitives","3/6/2016","22:30","-3264","-2000","1898","-2995","-2745","3199"
"France","Données définitives","3/6/2016","23:00","-3056","-2000","2050","-2995","-2733","4698"
"France","Données définitives","3/6/2016","23:30","-1827","-2000","2050","-2995","-2733","4698"
"France","Données définitives","3/7/2016","0:00","-1490","-2000","2050","-2995","-2653","4707"
"France","Données définitives","3/7/2016","0:30","-1252","-2000","2050","-2995","-2653","4707"
"France","Données définitives","3/7/2016","1:00","-1263","-2000","2300","-2995","-2745","4738"
"France","Données définitives","3/7/2016","1:30","-1123","-2000","2300","-2995","-2745","4738"
"France","Données définitives","3/7/2016","2:00","-1036","-2000","2300","-2995","-2741","4944"
"France","Données définitives","3/7/2016","2:30","-826","-2000","2300","-2995","-2741","4944"
"France","Données définitives","3/7/2016","3:00","-1145","-2000","2300","-2995","-2745","3200"
"France","Données définitives","3/7/2016","3:30","-2445","-2000","2300","-2995","-2745","3200"
"France","Données définitives","3/7/2016","4:00","-2715","-2000","2300","-2995","-2740","3059"
"France","Données définitives","3/7/2016","4:30","-2981","-2000","2300","-2995","-2740","3059"
"France","Données définitives","3/7/2016","5:00","-2673","-2000","2300","-2995","-2357","3132"
"France","Données définitives","3/7/2016","5:30","-2407","-2000","2300","-2995","-2357","3132"
"France","Données définitives","3/7/2016","6:00","-2411","-1800","2300","-2995","-861","2056"
"France","Données définitives","3/7/2016","6:30","-1697","-1800","2300","-2995","-711","2056"
"France","Données définitives","3/7/2016","7:00","-1798","-1698","700","-1897","-654","1735"
"France","Données définitives","3/7/2016","7:30","-2452","-1698","700","-1897","-654","1735"
"France","Données définitives","3/7/2016","8:00","-2391","-938","700","-2727","-263","1424"
"France","Données définitives","3/7/2016","8:30","-2405","-938","700","-2727","-263","1424"
"France","Données définitives","3/7/2016","9:00","-2520","-1798","700","-2057","-382","1318"
"France","Données définitives","3/7/2016","9:30","-2740","-1798","700","-2057","-382","1318"
"France","Données définitives","3/7/2016","10:00","-2739","-2000","700","-1962","-1067","1273"
"France","Données définitives","3/7/2016","10:30","-3634","-2000","700","-1962","-1067","1273"
"France","Données définitives","3/7/2016","11:00","-3754","-2000","700","-2878","-1172","1124"
"France","Données définitives","3/7/2016","11:30","-4737","-2000","700","-2878","-1172","1124"
"France","Données définitives","3/7/2016","12:00","-4671","-2000","650","-2953","-1458","1319"
"France","Données définitives","3/7/2016","12:30","-4765","-2000","650","-2953","-1458","1319"
"France","Données définitives","3/7/2016","13:00","-4889","-2000","700","-2953","-1984","1373"
"France","Données définitives","3/7/2016","13:30","-5372","-2000","700","-2953","-1984","1373"
"France","Données définitives","3/7/2016","14:00","-5249","-2000","700","-2953","-2579","939"
"France","Données définitives","3/7/2016","14:30","-6298","-2000","700","-2953","-2579","939"
"France","Données définitives","3/7/2016","15:00","-6469","-2000","700","-2953","-2735","-433"
"France","Données définitives","3/7/2016","15:30","-7753","-2000","700","-2953","-2735","-433"
"France","Données définitives","3/7/2016","16:00","-7751","-2000","700","-2953","-2735","960"
"France","Données définitives","3/7/2016","16:30","-6334","-2000","700","-2953","-2735","960"
"France","Données définitives","3/7/2016","17:00","-6359","-2000","700","-2953","-2712","633"
"France","Données définitives","3/7/2016","17:30","-6538","-2000","700","-2953","-2712","633"
"France","Données définitives","3/7/2016","18:00","-6535","-2000","700","-2313","-561","839"
"France","Données définitives","3/7/2016","18:30","-3776","-2000","700","-2313","-381","839"
"France","Données définitives","3/7/2016","19:00","-3394","-2000","700","-2348","136","1544"
"France","Données définitives","3/7/2016","19:30","-2361","-2000","700","-2348","-44","1544"
"France","Données définitives","3/7/2016","20:00","-2884","-2000","505","-2929","-1413","1349"
"France","Données définitives","3/7/2016","20:30","-5256","-2000","505","-2929","-1413","1349"
"France","Données définitives","3/7/2016","21:00","-5344","-2000","285","-2953","-2350","1153"
"France","Données définitives","3/7/2016","21:30","-6454","-2000","285","-2953","-2350","1153"
"France","Données définitives","3/7/2016","22:00","-6106","-2000","700","-2953","-2472","2504"
"France","Données définitives","3/7/2016","22:30","-4481","-2000","700","-2953","-2472","2504"
"France","Données définitives","3/7/2016","23:00","-4633","-2000","700","-2995","-2664","4732"
"France","Données définitives","3/7/2016","23:30","-2663","-2000","700","-2995","-2664","4732"
"France","Données définitives","3/8/2016","0:00","-2465","-2000","545","-1649","-2534","4243"
"France","Données définitives","3/8/2016","0:30","-1829","-2000","545","-1649","-2534","4293"
"France","Données définitives","3/8/2016","1:00","-1922","-2000","1391","-1649","-2599","4390"
"France","Données définitives","3/8/2016","1:30","-1084","-2000","1391","-1649","-2599","4390"
"France","Données définitives","3/8/2016","2:00","-974","-2000","1400","-1649","-2626","4783"
"France","Données définitives","3/8/2016","2:30","-766","-2000","1400","-1649","-2626","4783"
"France","Données définitives","3/8/2016","3:00","-1295","-2000","1400","-1649","-2569","3431"
"France","Données définitives","3/8/2016","3:30","-1839","-2000","1400","-1649","-2569","3431"
"France","Données définitives","3/8/2016","4:00","-1788","-2000","1400","-1649","-2425","2766"
"France","Données définitives","3/8/2016","4:30","-2397","-2000","1400","-1649","-2425","2766"
"France","Données définitives","3/8/2016","5:00","-2003","-2000","1400","-1649","-2610","4022"
"France","Données définitives","3/8/2016","5:30","-705","-2000","1400","-1649","-2610","3972"
"France","Données définitives","3/8/2016","6:00","-1116","-2000","1400","-1649","-1830","3069"
"France","Données définitives","3/8/2016","6:30","-1255","-2000","1400","-1649","-1830","3019"
"France","Données définitives","3/8/2016","7:00","-1239","-1500","700","-2147","-674","4013"
"France","Données définitives","3/8/2016","7:30","-5","-1500","700","-2147","-674","4013"
"France","Données définitives","3/8/2016","8:00","-27","-1386","700","-2738","-630","3946"
"France","Données définitives","3/8/2016","8:30","-478","-1386","700","-2738","-630","3946"
"France","Données définitives","3/8/2016","9:00","-536","-1041","700","-2953","-286","3432"
"France","Données définitives","3/8/2016","9:30","-698","-1041","700","-2953","-286","3432"
"France","Données définitives","3/8/2016","10:00","-1313","-1500","700","-2953","-765","1493"
"France","Données définitives","3/8/2016","10:30","-3290","-1500","700","-2953","-765","1493"
"France","Données définitives","3/8/2016","11:00","-3357","-1500","600","-2953","-1385","1236"
"France","Données définitives","3/8/2016","11:30","-4273","-1500","600","-2953","-1385","1236"
"France","Données définitives","3/8/2016","12:00","-4205","-1500","-335","-2953","-2250","2607"
"France","Données définitives","3/8/2016","12:30","-5031","-1500","-335","-2953","-2250","2607"
"France","Données définitives","3/8/2016","13:00","-5073","-1500","575","-2953","-2371","818"
"France","Données définitives","3/8/2016","13:30","-6102","-1500","575","-2953","-2371","818"
"France","Données définitives","3/8/2016","14:00","-5788","-1041","311","-2953","-2480","803"
"France","Données définitives","3/8/2016","14:30","-5736","-1041","311","-2953","-2480","803"
"France","Données définitives","3/8/2016","15:00","-6071","-2000","179","-2953","-2735","459"
"France","Données définitives","3/8/2016","15:30","-7475","-2000","179","-2953","-2735","459"
"France","Données définitives","3/8/2016","16:00","-7292","-2000","43","-2953","-2735","748"
"France","Données définitives","3/8/2016","16:30","-7308","-2000","43","-2953","-2735","698"
"France","Données définitives","3/8/2016","17:00","-7284","-2000","343","-2840","-2577","-188"
"France","Données définitives","3/8/2016","17:30","-7463","-2000","343","-2840","-2577","-238"
"France","Données définitives","3/8/2016","18:00","-6855","-2000","700","-2429","-198","1616"
"France","Données définitives","3/8/2016","18:30","-2652","-2000","700","-2429","-198","1566"
"France","Données définitives","3/8/2016","19:00","-2434","-2000","700","-1985","370","1738"
"France","Données définitives","3/8/2016","19:30","-1522","-2000","700","-1985","370","1738"
"France","Données définitives","3/8/2016","20:00","-2829","-2000","-1100","-2880","-696","1701"
"France","Données définitives","3/8/2016","20:30","-5486","-2000","-1100","-2880","-696","1701"
"France","Données définitives","3/8/2016","21:00","-5635","-2000","-1600","-2738","-1878","1796"
"France","Données définitives","3/8/2016","21:30","-6657","-2000","-1600","-2738","-1878","1796"
"France","Données définitives","3/8/2016","22:00","-6518","-2000","-1100","-2147","-2511","3687"
"France","Données définitives","3/8/2016","22:30","-4680","-2000","-1100","-2147","-2511","3687"
"France","Données définitives","3/8/2016","23:00","-4271","-2000","-1400","-1649","-2492","4905"
"France","Données définitives","3/8/2016","23:30","-3382","-2000","-1400","-1649","-2492","4905"
"France","Données définitives","3/9/2016","0:00","-3553","-2000","-1400","-2483","-2615","4411"
"France","Données définitives","3/9/2016","0:30","-4684","-2000","-1400","-2483","-2615","4411"
"France","Données définitives","3/9/2016","1:00","-4490","-2000","-502","-2483","-2745","4476"
"France","Données définitives","3/9/2016","1:30","-3540","-2000","-502","-2483","-2745","4476"
"France","Données définitives","3/9/2016","2:00","-3724","-2000","-787","-2483","-2745","5060"
"France","Données définitives","3/9/2016","2:30","-3341","-2000","-787","-2483","-2745","5060"
"France","Données définitives","3/9/2016","3:00","-4034","-2000","159","-2483","-2745","1677"
"France","Données définitives","3/9/2016","3:30","-5837","-2000","159","-2483","-2745","1677"
"France","Données définitives","3/9/2016","4:00","-6081","-2000","1275","-2483","-2745","-740"
"France","Données définitives","3/9/2016","4:30","-7034","-2000","1275","-2483","-2745","-740"
"France","Données définitives","3/9/2016","5:00","-6877","-2000","1400","-2483","-2745","724"
"France","Données définitives","3/9/2016","5:30","-5726","-2000","1400","-2483","-2745","724"
"France","Données définitives","3/9/2016","6:00","-5428","-2000","1400","-2483","-2535","904"
"France","Données définitives","3/9/2016","6:30","-4991","-2000","1400","-2483","-2535","904"
"France","Données définitives","3/9/2016","7:00","-4969","-2000","700","-2935","-2501","1010"
"France","Données définitives","3/9/2016","7:30","-6079","-2000","700","-2935","-2501","1010"
"France","Données définitives","3/9/2016","8:00","-6171","-1800","700","-3118","-2472","901"
"France","Données définitives","3/9/2016","8:30","-6071","-1800","700","-3118","-2472","901"
"France","Données définitives","3/9/2016","9:00","-5933","-2000","425","-3118","-2194","1416"
"France","Données définitives","3/9/2016","9:30","-5785","-2000","425","-3118","-2194","1416"
"France","Données définitives","3/9/2016","10:00","-5707","-2000","11","-3118","-2735","2824"
"France","Données définitives","3/9/2016","10:30","-5389","-2000","11","-3118","-2735","2824"
"France","Données définitives","3/9/2016","11:00","-5075","-2000","46","-3118","-2712","3585"
"France","Données définitives","3/9/2016","11:30","-4250","-2000","46","-3118","-2712","3615"
"France","Données définitives","3/9/2016","12:00","-4009","-2000","163","-3118","-2735","4226"
"France","Données définitives","3/9/2016","12:30","-3622","-2000","163","-3118","-2735","4226"
"France","Données définitives","3/9/2016","13:00","-3732","-2000","529","-3118","-2735","3418"
"France","Données définitives","3/9/2016","13:30","-4168","-2000","529","-3118","-2735","3418"
"France","Données définitives","3/9/2016","14:00","-4093","-2000","700","-3118","-2735","2505"
"France","Données définitives","3/9/2016","14:30","-4859","-2000","700","-3118","-2735","2505"
"France","Données définitives","3/9/2016","15:00","-5037","-2000","700","-3118","-2735","746"
"France","Données définitives","3/9/2016","15:30","-6740","-2000","700","-3118","-2735","717"
"France","Données définitives","3/9/2016","16:00","-6628","-2000","700","-3118","-2735","369"
"France","Données définitives","3/9/2016","16:30","-7068","-2000","700","-3118","-2735","369"
"France","Données définitives","3/9/2016","17:00","-7242","-2000","700","-3118","-2712","353"
"France","Données définitives","3/9/2016","17:30","-7146","-2000","700","-3118","-2712","353"
"France","Données définitives","3/9/2016","18:00","-6797","-2000","700","-3118","-2202","2094"
"France","Données définitives","3/9/2016","18:30","-4600","-2000","700","-3118","-1652","2094"
"France","Données définitives","3/9/2016","19:00","-3865","-2000","700","-3118","-430","2202"
"France","Données définitives","3/9/2016","19:30","-3060","-2000","700","-3118","-980","2202"
"France","Données définitives","3/9/2016","20:00","-3872","-2000","183","-3118","-2269","1625"
"France","Données définitives","3/9/2016","20:30","-5940","-2000","183","-3118","-2269","1655"
"France","Données définitives","3/9/2016","21:00","-5884","-2000","-338","-3118","-2735","2136"
"France","Données définitives","3/9/2016","21:30","-6410","-2000","-338","-3118","-2735","2136"
"France","Données définitives","3/9/2016","22:00","-6414","-2000","700","-2935","-2745","2951"
"France","Données définitives","3/9/2016","22:30","-4735","-2000","700","-2935","-2745","2972"
"France","Données définitives","3/9/2016","23:00","-4170","-2000","700","-2483","-2745","3850"
"France","Données définitives","3/9/2016","23:30","-2949","-2000","700","-2483","-2745","3850"
"France","Données définitives","3/10/2016","0:00","-3407","-2000","700","-2875","-2745","540"
"France","Données définitives","3/10/2016","0:30","-6890","-2000","700","-2875","-2745","540"
"France","Données définitives","3/10/2016","1:00","-6422","-2000","1400","-2995","-2745","825"
"France","Données définitives","3/10/2016","1:30","-5613","-2000","1400","-2995","-2745","825"
"France","Données définitives","3/10/2016","2:00","-5789","-2000","1400","-2995","-2745","687"
"France","Données définitives","3/10/2016","2:30","-6034","-2000","1400","-2995","-2745","687"
"France","Données définitives","3/10/2016","3:00","-6092","-2000","1400","-2995","-2745","49"
"France","Données définitives","3/10/2016","3:30","-6405","-2000","1400","-2995","-2745","49"
"France","Données définitives","3/10/2016","4:00","-6364","-2000","1400","-2995","-2745","548"
"France","Données définitives","3/10/2016","4:30","-6183","-2000","1400","-2995","-2745","548"
"France","Données définitives","3/10/2016","5:00","-5998","-2000","1400","-2995","-2745","513"
"France","Données définitives","3/10/2016","5:30","-5932","-2000","1400","-2995","-2745","513"
"France","Données définitives","3/10/2016","6:00","-6049","-2000","1400","-2995","-2735","1720"
"France","Données définitives","3/10/2016","6:30","-4692","-2000","1400","-2995","-2735","1328"
"France","Données définitives","3/10/2016","7:00","-5258","-2000","700","-3150","-2712","2882"
"France","Données définitives","3/10/2016","7:30","-4499","-2000","700","-3150","-2712","2682"
"France","Données définitives","3/10/2016","8:00","-4637","-2000","700","-3150","-1487","1506"
"France","Données définitives","3/10/2016","8:30","-4581","-2000","700","-3150","-1487","1506"
"France","Données définitives","3/10/2016","9:00","-4542","-2000","700","-3150","-1880","1447"
"France","Données définitives","3/10/2016","9:30","-4888","-2000","700","-3150","-1880","1447"
"France","Données définitives","3/10/2016","10:00","-5124","-2000","700","-3150","-2735","1630"
"France","Données définitives","3/10/2016","10:30","-5778","-2000","700","-3150","-2735","1630"
"France","Données définitives","3/10/2016","11:00","-5757","-2000","700","-3150","-2712","1294"
"France","Données définitives","3/10/2016","11:30","-6121","-2000","700","-3150","-2712","1294"
"France","Données définitives","3/10/2016","12:00","-5841","-2000","615","-3126","-2735","3350"
"France","Données définitives","3/10/2016","12:30","-3932","-2000","615","-3126","-2735","3350"
"France","Données définitives","3/10/2016","13:00","-4337","-2000","652","-3150","-2735","2391"
"France","Données définitives","3/10/2016","13:30","-5099","-2000","652","-3150","-2735","2391"
"France","Données définitives","3/10/2016","14:00","-5077","-2000","600","-3150","-2735","1581"
"France","Données définitives","3/10/2016","14:30","-6159","-2000","600","-3150","-2735","1281"
"France","Données définitives","3/10/2016","15:00","-6358","-2000","700","-3150","-2735","-388"
"France","Données définitives","3/10/2016","15:30","-7814","-2000","700","-3150","-2735","-688"
"France","Données définitives","3/10/2016","16:00","-8350","-1750","690","-3150","-2735","-1715"
"France","Données définitives","3/10/2016","16:30","-9048","-1750","690","-3150","-2735","-2015"
"France","Données définitives","3/10/2016","17:00","-9512","-2000","674","-3150","-2382","-2546"
"France","Données définitives","3/10/2016","17:30","-9511","-2000","674","-3150","-2382","-2846"
"France","Données définitives","3/10/2016","18:00","-9284","-2000","680","-3150","-1661","691"
"France","Données définitives","3/10/2016","18:30","-5548","-2000","680","-3150","-1661","391"
"France","Données définitives","3/10/2016","19:00","-5644","-2000","600","-3150","-515","720"
"France","Données définitives","3/10/2016","19:30","-4614","-2000","600","-3150","-515","720"
"France","Données définitives","3/10/2016","20:00","-4986","-2000","-1081","-3150","-1892","931"
"France","Données définitives","3/10/2016","20:30","-7422","-2000","-1081","-3150","-1892","931"
