"Perimetre","Date","Heures","Fioul","Charbon","Gaz","Nucleaire","Eolien","Solaire","Hydraulique","Pompage","Bioenergies"
"France","4/6/2016","19:00","134","804","2455","45504","6126","827","8931","-5","926"
"France","4/6/2016","19:30","134","935","2600","45585","5790","404","9175","-5","930"
"France","4/6/2016","20:00","135","870","2606","45661","5589","121","9542","-6","930"
"France","4/6/2016","20:30","134","866","2606","45779","5298","10","10510","-5","933"
"France","4/6/2016","21:00","135","865","2556","45963","4980","0","10959","-47","932"
"France","4/6/2016","21:30","135","863","2577","45701","4957","0","10781","-5","934"
"France","4/6/2016","22:00","134","861","2573","45359","4893","0","9795","-6","932"
"France","4/6/2016","22:30","135","739","2460","45206","4752","0","9250","-6","938"
"France","4/6/2016","23:00","134","662","2549","46003","4484","0","10884","-5","932"
"France","4/6/2016","23:30","135","646","1940","45080","4426","0","9688","-6","941"
"France","4/7/2016","0:00","134","627","1930","44888","4276","0","9735","-113","939"
"France","4/7/2016","0:30","135","631","1770","44544","4157","0","9256","-1020","938"
"France","4/7/2016","1:00","134","633","1703","43566","4011","0","8514","-1689","938"
"France","4/7/2016","1:30","135","632","1511","43606","3905","0","8440","-1698","950"
"France","4/7/2016","2:00","136","631","1431","43530","3842","0","8108","-1957","960"
"France","4/7/2016","2:30","135","628","1319","43924","3852","0","7761","-1721","966"
"France","4/7/2016","3:00","135","627","1317","42391","3864","0","7822","-1718","958"
"France","4/7/2016","3:30","136","627","1303","42656","3792","0","7933","-1713","954"
"France","4/7/2016","4:00","135","628","1322","42447","3642","0","7572","-1712","953"
"France","4/7/2016","4:30","135","693","1321","42738","3628","0","7410","-1694","945"
"France","4/7/2016","5:00","136","838","1414","42684","3565","0","7618","-1922","953"
"France","4/7/2016","5:30","133","917","1395","43053","3511","0","8086","-1915","945"
"France","4/7/2016","6:00","269","898","1695","44110","3471","0","8493","-1742","940"
"France","4/7/2016","6:30","270","928","2198","44892","3489","0","8679","-1463","932"
"France","4/7/2016","7:00","268","1076","2965","45140","3435","0","9054","-12","924"
"France","4/7/2016","7:30","267","1108","3399","46104","3498","5","10426","-7","912"
"France","4/7/2016","8:00","268","1130","3647","46229","3422","117","11270","-6","912"
"France","4/7/2016","8:30","266","1140","3829","46098","3304","392","11496","-5","909"
"France","4/7/2016","9:00","306","1082","3994","46158","3053","822","11674","-5","909"
"France","4/7/2016","9:30","349","1080","3967","46112","3035","1272","11817","-5","911"
"France","4/7/2016","10:00","349","1080","3909","46032","3207","1887","11273","-5","890"
